# (1, 8, 8) cubic lattice
1 9
1 2
2 10
2 3
3 11
3 4
4 12
4 5
5 13
5 6
6 14
6 7
7 15
7 8
8 16
9 17
9 10
10 11
10 18
11 12
11 19
12 20
12 13
13 21
13 14
14 15
14 22
15 23
15 16
16 24
17 25
17 18
18 19
18 26
19 20
19 27
20 28
20 21
21 29
21 22
22 23
22 30
23 31
23 24
24 32
25 33
25 26
26 27
26 34
27 28
27 35
28 36
28 29
29 37
29 30
30 31
30 38
31 39
31 32
32 40
33 41
33 34
34 35
34 42
35 36
35 43
36 44
36 37
37 45
37 38
38 39
38 46
39 47
39 40
40 48
41 49
41 42
42 43
42 50
43 44
43 51
44 52
44 45
45 53
45 46
46 47
46 54
47 55
47 48
48 56
49 57
49 50
50 51
50 58
51 52
51 59
52 60
52 53
53 61
53 54
54 55
54 62
55 63
55 56
56 64
57 58
58 59
59 60
60 61
61 62
62 63
63 64
