 1 4 2 1
 1 43 1 2
 2 10 3 4
 2 12 4 3
 3 8 2 1
 3 9 1 2
 4 7 2 1
 4 9 4 3
 5 7 4 3
 5 8 1 2
 6 13 4 3
 6 19 2 1
 6 36 3 4
 6 59 1 2
 7 35 2 1
 7 36 4 3
 8 19 4 3
 9 10 4 3
 9 13 1 2
 11 16 2 1
 11 17 1 2
 12 15 2 1
 12 17 4 3
 13 15 4 3
 13 16 1 2
 14 27 2 1
 14 44 3 4
 15 43 2 1
 15 44 4 3
 16 25 3 4
 16 27 4 3
 18 23 2 1
 18 24 1 2
 19 22 2 1
 19 24 4 3
 20 22 4 3
 20 23 1 2
 21 28 4 3
 21 52 3 4
 22 51 2 1
 22 52 4 3
 24 25 4 3
 24 28 1 2
 26 30 2 1
 26 31 1 2
 27 29 2 1
 27 31 4 3
 28 29 4 3
 28 30 1 2
 29 59 2 1
 29 60 4 3
 32 37 2 1
 32 69 1 2
 33 35 3 4
 33 37 4 3
 34 43 3 4
 34 45 4 3
 36 41 2 1
 36 42 1 2
 37 40 2 1
 37 42 4 3
 38 40 4 3
 38 41 1 2
 39 46 4 3
 39 53 2 1
 39 66 3 4
 39 75 1 2
 40 66 4 3
 41 51 3 4
 41 53 4 3
 42 43 4 3
 42 46 1 2
 44 49 2 1
 44 50 1 2
 45 48 2 1
 45 50 4 3
 46 48 4 3
 46 49 1 2
 47 61 2 1
 47 70 3 4
 48 69 2 1
 48 70 4 3
 49 59 3 4
 49 61 4 3
 52 57 2 1
 52 58 1 2
 53 56 2 1
 53 58 4 3
 54 56 4 3
 54 57 1 2
 55 62 4 3
 55 73 3 4
 56 72 2 1
 56 73 4 3
 58 59 4 3
 58 62 1 2
 60 64 2 1
 60 65 1 2
 61 63 2 1
 61 65 4 3
 62 63 4 3
 62 64 1 2
 63 75 2 1
 66 67 2 1
 66 68 1 2
 67 72 3 4
 68 69 4 3
 70 71 2 1
 71 75 3 4
 73 74 1 2
 74 75 4 3
