 1 5 2 1
 1 6 1 2
 2 4 4 3
 2 5 1 2
 3 7 4 3
 3 12 2 1
 3 25 3 4
 3 39 1 2
 4 25 4 3
 5 12 4 3
 6 7 1 2
 7 9 4 3
 7 10 1 2
 8 20 2 1
 8 29 3 4
 9 29 4 3
 10 18 3 4
 10 20 4 3
 11 16 2 1
 11 17 1 2
 12 15 2 1
 12 17 4 3
 13 15 4 3
 13 16 1 2
 14 21 4 3
 14 33 3 4
 15 32 2 1
 15 33 4 3
 17 18 4 3
 17 21 1 2
 19 23 2 1
 19 24 1 2
 20 22 2 1
 20 24 4 3
 21 22 4 3
 21 23 1 2
 22 39 2 1
 22 40 4 3
 25 27 2 1
 25 28 1 2
 26 30 4 3
 26 34 2 1
 27 32 3 4
 27 34 4 3
 28 30 1 2
 29 31 2 1
 30 31 1 2
 31 39 3 4
 31 41 4 3
 33 37 2 1
 33 38 1 2
 34 36 2 1
 34 38 4 3
 35 36 4 3
 35 37 1 2
 38 39 4 3
 38 42 1 2
 40 44 2 1
 40 45 1 2
 41 43 2 1
 41 45 4 3
 42 43 4 3
 42 44 1 2
