 1 2 4 3
 1 12 2 1
 1 41 3 4
 1 62 1 2
 2 4 1 2
 3 5 4 3
 3 20 2 1
 3 44 3 4
 3 69 1 2
 4 18 3 4
 4 20 4 3
 5 7 1 2
 6 8 4 3
 6 28 2 1
 6 48 3 4
 6 76 1 2
 7 26 3 4
 7 28 4 3
 8 10 1 2
 9 36 2 1
 9 52 3 4
 10 34 3 4
 10 36 4 3
 11 16 2 1
 11 17 1 2
 12 15 2 1
 12 17 4 3
 13 15 4 3
 13 16 1 2
 14 21 4 3
 14 56 3 4
 15 55 2 1
 15 56 4 3
 17 18 4 3
 17 21 1 2
 19 24 2 1
 19 25 1 2
 20 23 2 1
 20 25 4 3
 21 23 4 3
 21 24 1 2
 22 29 4 3
 22 63 3 4
 23 62 2 1
 23 63 4 3
 25 26 4 3
 25 29 1 2
 27 32 2 1
 27 33 1 2
 28 31 2 1
 28 33 4 3
 29 31 4 3
 29 32 1 2
 30 37 4 3
 30 70 3 4
 31 69 2 1
 31 70 4 3
 33 34 4 3
 33 37 1 2
 35 39 2 1
 35 40 1 2
 36 38 2 1
 36 40 4 3
 37 38 4 3
 37 39 1 2
 38 76 2 1
 38 77 4 3
 41 43 2 1
 42 45 4 3
 42 57 2 1
 43 55 3 4
 43 57 4 3
 44 47 2 1
 45 47 1 2
 46 49 4 3
 46 64 2 1
 47 62 3 4
 47 64 4 3
 48 51 2 1
 49 51 1 2
 50 53 4 3
 50 71 2 1
 51 69 3 4
 51 71 4 3
 52 54 2 1
 53 54 1 2
 54 76 3 4
 54 78 4 3
 56 60 2 1
 56 61 1 2
 57 59 2 1
 57 61 4 3
 58 59 4 3
 58 60 1 2
 61 62 4 3
 61 65 1 2
 63 67 2 1
 63 68 1 2
 64 66 2 1
 64 68 4 3
 65 66 4 3
 65 67 1 2
 68 69 4 3
 68 72 1 2
 70 74 2 1
 70 75 1 2
 71 73 2 1
 71 75 4 3
 72 73 4 3
 72 74 1 2
 75 76 4 3
 75 79 1 2
 77 81 2 1
 77 82 1 2
 78 80 2 1
 78 82 4 3
 79 80 4 3
 79 81 1 2
