 1 2 4 3
 1 6 2 1
 1 19 3 4
 1 34 1 2
 2 4 1 2
 3 14 2 1
 3 22 3 4
 4 12 3 4
 4 14 4 3
 5 10 2 1
 5 11 1 2
 6 9 2 1
 6 11 4 3
 7 9 4 3
 7 10 1 2
 8 15 4 3
 8 27 3 4
 9 26 2 1
 9 27 4 3
 11 12 4 3
 11 15 1 2
 13 17 2 1
 13 18 1 2
 14 16 2 1
 14 18 4 3
 15 16 4 3
 15 17 1 2
 16 34 2 1
 16 35 4 3
 19 21 2 1
 20 23 4 3
 20 28 2 1
 20 41 3 4
 20 49 1 2
 21 26 3 4
 21 28 4 3
 22 25 2 1
 23 25 1 2
 24 36 2 1
 24 43 3 4
 25 34 3 4
 25 36 4 3
 27 32 2 1
 27 33 1 2
 28 31 2 1
 28 33 4 3
 29 31 4 3
 29 32 1 2
 30 37 4 3
 30 46 3 4
 31 45 2 1
 31 46 4 3
 33 34 4 3
 33 37 1 2
 35 39 2 1
 35 40 1 2
 36 38 2 1
 36 40 4 3
 37 38 4 3
 37 39 1 2
 38 49 2 1
 38 50 4 3
 41 42 2 1
 42 45 3 4
 42 47 4 3
 43 44 2 1
 44 49 3 4
 44 51 4 3
 46 48 1 2
 47 48 4 3
 48 49 4 3
 48 52 1 2
 50 53 2 1
 50 54 1 2
 51 54 4 3
 52 53 1 2
