 1 5 2 1
 1 6 1 2
 2 4 4 3
 2 5 1 2
 3 7 4 3
 3 12 2 1
 3 25 3 4
 3 44 1 2
 4 25 4 3
 5 12 4 3
 6 7 1 2
 7 9 4 3
 7 10 1 2
 8 20 2 1
 8 31 3 4
 9 31 4 3
 10 18 3 4
 10 20 4 3
 11 16 2 1
 11 17 1 2
 12 15 2 1
 12 17 4 3
 13 15 4 3
 13 16 1 2
 14 21 4 3
 14 37 3 4
 15 36 2 1
 15 37 4 3
 17 18 4 3
 17 21 1 2
 19 23 2 1
 19 24 1 2
 20 22 2 1
 20 24 4 3
 21 22 4 3
 21 23 1 2
 22 44 2 1
 22 45 4 3
 25 29 2 1
 25 30 1 2
 26 28 4 3
 26 29 1 2
 27 32 4 3
 27 38 2 1
 27 51 3 4
 27 65 1 2
 28 51 4 3
 29 36 3 4
 29 38 4 3
 30 32 1 2
 31 35 2 1
 32 34 4 3
 32 35 1 2
 33 46 2 1
 33 55 3 4
 34 55 4 3
 35 44 3 4
 35 46 4 3
 37 42 2 1
 37 43 1 2
 38 41 2 1
 38 43 4 3
 39 41 4 3
 39 42 1 2
 40 47 4 3
 40 59 3 4
 41 58 2 1
 41 59 4 3
 43 44 4 3
 43 47 1 2
 45 49 2 1
 45 50 1 2
 46 48 2 1
 46 50 4 3
 47 48 4 3
 47 49 1 2
 48 65 2 1
 48 66 4 3
 51 53 2 1
 51 54 1 2
 52 56 4 3
 52 60 2 1
 53 58 3 4
 53 60 4 3
 54 56 1 2
 55 57 2 1
 56 57 1 2
 57 65 3 4
 57 67 4 3
 59 63 2 1
 59 64 1 2
 60 62 2 1
 60 64 4 3
 61 62 4 3
 61 63 1 2
 64 65 4 3
 64 68 1 2
 66 70 2 1
 66 71 1 2
 67 69 2 1
 67 71 4 3
 68 69 4 3
 68 70 1 2
