0 0 -1
0 1 -1
0 2 -1
0 3 -1
0 4 -1
0 5 -1
0 6 -1
0 7 -1
0 8 -1

1 0 3.33881
1 1 -1
1 2 -1
1 3 -1
1 4 -1
1 5 -1
1 6 -1
1 7 -1
1 8 -1

2 0 4.52989
2 1 -1
2 2 -1
2 3 -1
2 4 -1
2 5 -1
2 6 -1
2 7 -1
2 8 -1

3 0 5.5476
3 1 -1
3 2 -1
3 3 -1
3 4 -1
3 5 -1
3 6 -1
3 7 -1
3 8 -1

4 0 6.48033
4 1 -1
4 2 -1
4 3 -1
4 4 -1
4 5 -1
4 6 -1
4 7 -1
4 8 -1

5 0 7.23986
5 1 -1
5 2 -1
5 3 -1
5 4 -1
5 5 -1
5 6 -1
5 7 -1
5 8 -1

6 0 7.97968
6 1 4.57572
6 2 -1
6 3 -1
6 4 -1
6 5 -1
6 6 -1
6 7 -1
6 8 -1

7 0 8.6519
7 1 6.2812
7 2 -1
7 3 -1
7 4 -1
7 5 -1
7 6 -1
7 7 -1
7 8 -1

8 0 9.25719
8 1 7.21642
8 2 -1
8 3 -1
8 4 -1
8 5 -1
8 6 -1
8 7 -1
8 8 -1

9 0 9.77652
9 1 7.90589
9 2 -1
9 3 -1
9 4 -1
9 5 -1
9 6 -1
9 7 -1
9 8 -1

10 0 10.2084
10 1 8.49636
10 2 5.99612
10 3 -1
10 4 -1
10 5 -1
10 6 -1
10 7 -1
10 8 -1

11 0 10.4879
11 1 8.93673
11 2 7.05955
11 3 -1
11 4 -1
11 5 -1
11 6 -1
11 7 -1
11 8 -1

12 0 10.742
12 1 9.21871
12 2 7.64272
12 3 -1
12 4 -1
12 5 -1
12 6 -1
12 7 -1
12 8 -1

13 0 10.8547
13 1 9.436
13 2 7.97553
13 3 -1
13 4 -1
13 5 -1
13 6 -1
13 7 -1
13 8 -1

14 0 10.9471
14 1 9.60169
14 2 8.18014
14 3 6.71122
14 4 -1
14 5 -1
14 6 -1
14 7 -1
14 8 -1

15 0 10.9576
15 1 9.67551
15 2 8.32627
15 3 6.87435
15 4 -1
15 5 -1
15 6 -1
15 7 -1
15 8 -1

16 0 10.8691
16 1 9.68371
16 2 8.42221
16 3 6.93699
16 4 -1
16 5 -1
16 6 -1
16 7 -1
16 8 -1

17 0 10.7555
17 1 9.61445
17 2 8.41927
17 3 7.09373
17 4 -1
17 5 -1
17 6 -1
17 7 -1
17 8 -1

18 0 10.5639
18 1 9.5119
18 2 8.38116
18 3 7.09521
18 4 6
18 5 -1
18 6 -1
18 7 -1
18 8 -1

19 0 10.3248
19 1 9.36872
19 2 8.30296
19 3 7.09747
19 4 5.5715
19 5 -1
19 6 -1
19 7 -1
19 8 -1

20 0 10.0496
20 1 9.16132
20 2 8.16127
20 3 7.03524
20 4 5.65828
20 5 -1
20 6 -1
20 7 -1
20 8 -1

21 0 9.68958
21 1 8.89515
21 2 7.94887
21 3 6.88769
21 4 5.64015
21 5 -1
21 6 -1
21 7 -1
21 8 -1

22 0 9.26788
22 1 8.5601
22 2 7.7257
22 3 6.68753
22 4 5.53105
22 5 4
22 6 -1
22 7 -1
22 8 -1

23 0 8.72794
23 1 8.197
23 2 7.39085
23 3 6.50975
23 4 5.37675
23 5 4
23 6 -1
23 7 -1
23 8 -1

24 0 8
24 1 7.68883
24 2 7.08655
24 3 6.23434
24 4 5.26513
24 5 3.8676
24 6 -1
24 7 -1
24 8 -1

25 0 7
25 1 7
25 2 6.64694
25 3 5.93962
25 4 5.00858
25 5 3.95202
25 6 -1
25 7 -1
25 8 -1

26 0 -1
26 1 6
26 2 6
26 3 5.58268
26 4 4.74912
26 5 3.6556
26 6 -1
26 7 -1
26 8 -1

27 0 -1
27 1 -1
27 2 5
27 3 5
27 4 4.47661
27 5 3.45371
27 6 2
27 7 -1
27 8 -1

28 0 -1
28 1 -1
28 2 -1
28 3 4
28 4 4
28 5 3.31151
28 6 2
28 7 -1
28 8 -1

29 0 -1
29 1 -1
29 2 -1
29 3 -1
29 4 3
29 5 3
29 6 2
29 7 -1
29 8 -1

30 0 -1
30 1 -1
30 2 -1
30 3 -1
30 4 -1
30 5 2
30 6 2
30 7 -1
30 8 -1

31 0 -1
31 1 -1
31 2 -1
31 3 -1
31 4 -1
31 5 -1
31 6 1
31 7 -1
31 8 -1

32 0 -1
32 1 -1
32 2 -1
32 3 -1
32 4 -1
32 5 -1
32 6 -1
32 7 0
32 8 -1

