 1 2 4 3
 1 6 2 1
 1 19 3 4
 1 32 1 2
 2 4 1 2
 3 14 2 1
 3 22 3 4
 4 12 3 4
 4 14 4 3
 5 10 2 1
 5 11 1 2
 6 9 2 1
 6 11 4 3
 7 9 4 3
 7 10 1 2
 8 15 4 3
 8 26 3 4
 9 25 2 1
 9 26 4 3
 11 12 4 3
 11 15 1 2
 13 17 2 1
 13 18 1 2
 14 16 2 1
 14 18 4 3
 15 16 4 3
 15 17 1 2
 16 32 2 1
 16 33 4 3
 19 21 2 1
 20 23 4 3
 20 27 2 1
 21 25 3 4
 21 27 4 3
 22 24 2 1
 23 24 1 2
 24 32 3 4
 24 34 4 3
 26 30 2 1
 26 31 1 2
 27 29 2 1
 27 31 4 3
 28 29 4 3
 28 30 1 2
 31 32 4 3
 31 35 1 2
 33 37 2 1
 33 38 1 2
 34 36 2 1
 34 38 4 3
 35 36 4 3
 35 37 1 2
